TEX10	0
SLC7A7	0.0277581656802232
SEPT3	0.0832945793852877
CCNL2	0
GMCL1	0
GYG2	0.00454450761676559
RPLP2	0.0142812832101981
FAM43A	0
CENPE	0
ACP2	0
MC4R	0.0277581656802232
C2orf88	0.105473935988439
RAPGEF2	0.0167189337214172
LPIN3	0.00745263261353745
HCFC1	0.019031389626821
ZNHIT1	0.00163532946781959
CACNG1	0.00540944102583059
GTF2H3	0
CFAP61	0
ZNF787	0
EME1	0.0135429828854893
STX16	0.00540944102583059
CEP120	0.0115808110050029
ESR1	0
XPC	0
GRIN1	0.619975215424201
PRB1	0
CCDC27	0.00745263261353745
LHFP	0
DPM3	0
GLIS1	0
C8orf22	0.0153357469098953
ATL2	0
FAM189A2	0.00507730986790948
NOP2	0.00786374278562681
KIF9	0
MRGPRX3	0.00866668142627349
SMNDC1	0.00533263910111783
CCDC43	0
CDC42EP3	0
STX18	0
ABHD18	0
CD300C	0.00745263261353745
ZNF837	0
OTOR	0.00540944102583059
ZNF589	0.0438870834469744
STX19	0
RP3-369A17.6	0.0220770321046455
CD244	0
THPO	0.00274015292369251
CXorf36	0
FN3KRP	0
FNDC3B	0
ANKRD16	0
NRG1	0
UBL5	0.0289356003993737
DGCR8	0
CCNK	0
BUB1	0.0177758734289273
SPTBN5	0
VPS37B	0
SUN5	0.0177454849150933
TCERG1L	0
R3HDML	0.00540944102583059
ATP8B4	0.0399540730903111
ZNF90	0
GUCA1B	0.00733375424693402
TMEM245	0
ZNF573	0
CTSL	0.00667721071834757
UNKL	0.0171702379129297
ZNF576	0.00745263261353745
AP1M1	0.0790159247921195
GALNT16	0.21164633261768
CHD8	0.0207609913891531
INPP1	0
TRIM47	0
AICDA	0.00540944102583059
FOXF2	0.00745263261353745
LPCAT4	0.00221545879066511
YIPF7	0.00339339125317741
ABHD6	0.0156755986678573
KCNT2	0
TMEM8A	0.0551245437016133
RP11-45M22.4	0.0158089819043152
GTF2H2	0
MRPL41	0.00961556277348209
ABHD17C	0.0384647079759107
RSL1D1	0
GRAMD1B	0
CCDC163P	0
ESYT3	0.0268295263849292
SAMD7	0.00877446343303027
PRDM9	0.0113286861793788
SYBU	0
KLRF2	0.0135429828854893
CS	0.0277921024246669
DYRK2	0
MIF4GD	0
TTC32	0
DIAPH3	0
RPAP3	0.014397742176466
TNPO1	0
DNASE1L1	0
CXorf58	0.0311215158738826
AKT1	0.0644524716398254
WDR17	0
NTN5	0.00343058305252363
SH3RF2	0
RRAS	0.00650758792947418
LRRC52	0.00918016489634618
DCPS	0
TTPAL	0
RANBP9	0
BCAT1	0
TNFSF12	0.00540944102583059
SRPX	0.00671641729183199
COX7A1	0.032001827774874
PLAC8	0.00343058305252363
TLR8	0.00745263261353745
SPIN4	0.00119214583659158
SF3B1	0
TOP2A	0.0177151092373359
KLHL4	0
SIK2	0
DNAH11	0.0114126304258599
NTF3	0.00540944102583059
GIF	0.00877446343303027
LCOR	0
FBXL16	0.0191239952198373
AC005943.2	0
MGAT2	0
XRCC6	0
APELA	0.0171702379129297
ZBTB12	0.00745263261353745
C9	0.00500091456563984
SYT10	0
RXRG	0.00826401662845871
SLC38A9	0
PRPH2	0.0212344167723255
SLAIN2	0
OCM2	0.0177454849150933
INTS7	0.0151148894965371
BAG3	0.0518423984598729
NBEA	0
MBOAT2	0
ATP5G2	0
SLC9B1	0.0223329715749305
CORO2B	0
SUV39H1	0
NCOA2	0
C21orf33	0.0570094349091319
GPHN	0
DRC1	0
TMEM258	0.0310163701213122
ABCA10	0
ARFIP2	0
USO1	0
STK25	0
ANKRD50	0.00140731467346534
RASGRP4	0
EXOC7	0
TADA1	0
FAM205C	0.00745263261353745
BLNK	0.00451925034828021
ONECUT1	0.0135429828854893
GALC	0.00789035348612788
AKAP10	0
MFSD8	0
TMEM133	0.00745263261353745
DMP1	0.00745263261353745
GDI2	0
VENTX	0.00745263261353745
APOH	0.0130261136465124
ZFP64	0.00709663859537965
PHC3	0
CA14	0.00745263261353745
PDCD11	0
SVBP	0
OFCC1	0
FAM86B2	0.00540944102583059
ZCRB1	0
IARS	0
ATP5S	0
SLC27A5	0
C1orf50	0
HDAC10	0
SMYD2	0.0414430126713478
C9orf92	0.009125932507446
EPM2AIP1	0
MRPL21	2.33574925513302e-05
MYLK	0.00289971364677647
PSG1	0.0131406680816997
CFAP97	0
CACTIN	0.00827740063066003
ZNF582	0
TRIM26	0.00520484397979109
SCO1	0.0217263009132096
ZNF337	0.0398402973732036
IKBKE	0.0471004236343844
CIDEC	0.00745263261353745
CLEC4A	0
CDH7	0
LSM4	0
NAAA	0
OTUD1	0.105250717954647
MAN1C1	0
FAM45A	0
CYP27A1	0
LIPF	0.00540944102583059
IFITM10	0.0316840685840757
PHLDB3	0
USPL1	0.00436792498448911
RWDD2B	0.00969750428824952
YPEL4	0
FOXG1	0.199294483130795
CMTM5	0.009125932507446
IFI27	0.00658581959099845
PLXDC1	0
MAP1B	0.0354872589386341
CMTM3	0.00505183423464634
GRPR	0.00343058305252363
IFRD2	0
INSM1	0
EEF1E1-BLOC1S5	0.00312135943610795
GBP7	0.00745263261353745
GP5	0.00745263261353745
ATP6V1G2	0.0177151092373359
ADAM17	0
KIZ	0
GAGE10	0.00701779076929536
ATP6V1F	0
FREM3	0
SURF2	0
ISCA1	0.00262994162988112
ATP1B2	0.0763298876033799
WBP2	0
KIAA1755	0
PSPH	0
ZC3H13	0
PECAM1	0.0339284350846441
ZNF619	0
GAS6	0
ALOXE3	0.0119183409523709
ZCCHC2	0
SEMA3G	0.00745263261353745
SRSF5	0
RGPD1	0
GOLM1	0.0407535304591264
SLC5A1	0.0113007263890883
GSPT1	0.206884614920582
NFKBIA	0
ABCC3	0
CLDN11	0
MYOG	0.00745263261353745
PAN2	0
POFUT1	0
ITLN1	0.00540944102583059
ARSB	0
MIER1	0.00658581959099845
HIVEP1	0
CT55	0.00540944102583059
BOLA2B	0.00745263261353745
MORN3	0
EMID1	0
TPP2	0
CRB1	0
EIF4A3	0
DNAL4	0.00540944102583059
CAMK2G	0
PCYT1B	0.0123991827651882
NOTUM	0.0108131796150093
COL13A1	0
S100A14	0.0135429828854893
CSF1R	0.00151520743794027
RP11-314N13.10	0
EVL	0.0297974749329008
SPANXA1	0
ANP32A	0.0282854449527217
FAM179A	0.183082400337641
RND3	0.0146311873947452
C5orf38	0.00745263261353745
EIF3E	0
TBX19	0.0190005423992107
NR1H3	0
RBP2	0.00151520743794027
CPB1	0.0323205400633079
QRICH2	0.0597943613321608
PMPCA	0.0336408384644685
CDYL	0
GTF3A	0.0376061084217447
TMEM101	0
